7	22	9	9	9	9	9	32	32	32	32	32	3	3	3	1	1	1	1	1	1	1	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	11	11	11	22	7	7	7	7	7	7	7	7
22	22	22	22	22	22	32	32	32	32	32	32	32	3	3	3	1	1	1	1	1	1	1	1	1	10	4	4	4	4	4	4	4	4	4	4	4	4	11	11	11	11	7	7	7	7	7	7	7	7
22	22	22	22	22	22	22	32	32	32	32	32	32	32	18	18	1	1	1	1	1	1	1	1	10	10	10	4	4	4	4	4	4	4	4	4	4	18	11	11	11	11	7	7	7	7	7	7	7	7
22	22	22	22	22	22	4	4	32	32	32	32	32	32	18	18	1	1	1	1	1	1	1	1	10	10	10	10	4	4	4	4	4	4	4	18	18	18	18	11	11	12	12	12	7	7	7	7	7	22
22	22	22	22	22	4	4	4	32	32	32	32	32	32	18	18	18	1	1	1	1	1	1	10	10	10	10	10	10	4	4	4	4	4	18	18	18	18	18	18	12	12	12	12	12	7	7	7	7	22
22	22	22	22	22	4	4	4	32	32	32	32	32	32	18	18	18	1	1	1	1	1	26	10	10	10	10	10	10	10	4	4	4	18	18	18	18	18	18	18	12	12	12	12	12	12	19	19	19	22
22	22	22	22	4	4	4	4	4	32	32	32	32	7	7	18	18	26	26	26	26	26	26	1	10	10	10	10	10	7	7	4	18	18	18	18	18	18	18	18	12	12	12	12	12	19	19	19	19	19
19	22	25	24	24	4	4	4	4	18	32	32	7	7	7	26	26	26	26	26	26	26	26	26	26	10	10	7	7	7	7	5	5	18	18	18	18	18	18	18	18	12	12	12	19	19	19	19	19	19
19	19	24	24	24	24	4	4	18	18	18	18	7	7	26	26	26	26	26	26	26	26	26	26	26	26	7	7	7	7	7	5	5	5	18	18	18	18	18	18	18	18	20	26	26	19	19	19	19	19
19	24	24	24	24	24	24	18	18	18	18	18	26	26	26	26	26	26	26	26	26	26	26	26	26	7	7	7	7	7	7	5	5	5	5	18	18	18	18	18	18	18	26	26	26	19	19	19	19	19
24	24	24	24	24	24	24	18	18	18	18	18	26	26	26	26	26	26	26	26	26	26	26	26	26	7	7	7	7	7	7	5	5	5	5	5	5	18	18	18	18	18	26	26	26	19	19	19	19	19
24	24	24	24	24	24	24	18	18	18	18	26	26	26	26	26	26	26	26	26	26	26	26	26	26	7	7	7	7	7	7	16	5	5	5	5	5	5	18	18	18	22	22	26	26	23	23	23	23	24
24	24	24	24	24	24	12	12	18	18	18	26	26	26	26	26	26	26	26	26	26	26	26	26	26	7	7	7	7	7	15	15	15	15	5	5	5	5	5	18	22	22	22	22	23	23	23	23	23	24
24	24	24	24	24	12	12	12	12	10	10	26	26	26	26	26	26	26	26	26	26	26	26	26	26	7	7	7	7	15	15	15	15	15	15	5	5	5	5	3	22	22	22	22	9	23	23	23	23	23
23	24	24	24	12	12	12	12	12	10	10	10	26	26	26	26	26	26	26	26	26	26	26	26	26	7	7	15	15	15	15	1	15	15	15	15	15	5	3	3	3	22	22	9	9	9	23	23	23	23
23	23	24	12	12	12	12	12	12	10	10	10	26	26	26	26	26	26	26	26	26	26	26	26	32	32	15	15	15	15	15	15	15	15	15	15	15	15	3	3	3	3	9	9	9	9	9	23	23	23
23	23	12	12	12	12	12	12	12	10	10	10	26	26	26	26	26	26	26	26	26	26	26	32	32	32	15	15	15	15	15	15	15	15	15	15	15	15	15	3	3	3	9	9	9	9	9	9	23	23
23	23	12	12	12	12	12	12	12	10	10	10	26	26	26	26	26	26	26	26	26	26	32	32	32	32	15	15	15	15	15	15	15	15	15	15	15	15	15	15	3	3	9	9	9	9	9	9	9	9
19	19	19	19	24	12	12	18	22	22	10	26	26	26	26	26	26	26	26	26	26	32	32	32	32	32	15	15	15	15	15	15	15	15	15	15	15	15	15	15	13	13	9	9	9	9	9	9	9	9
19	19	19	19	19	19	19	22	22	22	17	26	26	26	26	26	26	26	26	26	32	32	32	32	32	32	15	15	15	15	15	15	15	15	15	15	15	15	15	13	13	13	9	9	9	9	9	9	9	19
19	19	19	19	19	19	19	22	22	17	17	17	26	26	26	26	26	26	26	26	32	32	32	32	32	15	15	15	15	15	15	15	15	15	15	15	15	15	13	13	13	13	13	9	9	9	9	9	19	19
19	19	19	19	19	19	19	17	17	17	17	17	17	17	17	17	26	26	29	29	29	32	32	32	32	15	15	15	15	15	15	15	15	15	15	15	15	15	13	13	13	13	13	9	9	9	9	19	19	19
19	19	19	19	19	19	19	17	17	17	17	17	17	17	17	17	17	29	29	29	29	29	18	18	14	15	15	15	15	15	15	15	15	15	15	15	15	30	30	13	13	13	13	9	9	9	9	19	19	19
19	19	19	19	19	19	19	17	17	17	17	17	17	17	17	17	17	17	29	29	29	18	18	18	18	15	15	15	15	15	15	15	15	15	15	15	30	30	30	30	13	13	13	13	9	9	19	19	19	19
19	19	19	19	19	19	19	17	17	17	17	17	17	17	17	17	17	17	17	18	18	18	18	18	18	15	15	15	15	15	15	15	15	15	30	30	30	30	30	30	30	30	13	13	19	19	19	19	19	19
19	19	19	19	19	19	17	17	17	17	17	17	17	17	17	17	17	17	18	18	18	18	18	18	18	18	15	15	15	15	15	15	15	30	30	30	30	30	30	30	30	30	27	27	19	19	19	19	19	19
19	19	19	19	19	17	17	17	17	17	17	17	17	17	17	17	26	4	18	18	18	18	18	18	18	18	31	31	31	15	15	15	30	30	30	30	30	30	30	30	30	30	27	27	27	19	19	19	19	19
19	19	10	10	10	10	17	17	17	17	17	17	17	17	17	4	4	4	4	18	18	18	18	18	18	31	31	31	31	31	31	31	18	30	30	30	30	30	30	30	30	27	27	27	27	27	19	19	19	19
19	10	10	10	10	10	10	17	17	17	17	17	17	17	4	4	4	4	4	4	18	18	13	13	13	31	31	31	31	31	31	31	30	30	30	30	30	30	30	30	27	27	27	27	27	27	27	19	19	19
10	10	10	10	10	10	10	3	8	8	8	8	8	4	4	4	4	4	4	4	4	13	13	13	13	13	31	31	31	31	31	31	30	30	30	30	30	30	30	30	27	27	27	27	27	27	27	27	19	19
3	10	10	10	10	10	3	3	8	8	8	8	8	4	4	4	4	4	4	4	4	13	13	13	13	13	31	31	31	31	31	31	30	30	30	30	30	30	30	27	27	27	27	27	27	27	27	3	3	3
